 0.50000E-02  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.15000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.25000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.35000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.45000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.55000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.65000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.75000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.85000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.95000E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.10500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.11500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.12500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.13500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.14500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.15500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.16500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.17500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.18500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.19500E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.20500E+00  0.12500E+00  0.10000E+00 -0.16226E-06  0.16000E+01
 0.21500E+00  0.12500E+00  0.99999E-01  0.19460E-05  0.16000E+01
 0.22500E+00  0.12500E+00  0.10000E+00 -0.89099E-05  0.16000E+01
 0.23500E+00  0.12501E+00  0.10001E+00 -0.73034E-04  0.16001E+01
 0.24500E+00  0.12497E+00  0.99916E-01  0.43872E-03  0.15990E+01
 0.25500E+00  0.12500E+00  0.10005E+00 -0.15182E-03  0.16007E+01
 0.26500E+00  0.12582E+00  0.10152E+00 -0.80904E-02  0.16134E+01
 0.27500E+00  0.12082E+00  0.95079E-01  0.33936E-01  0.15491E+01
 0.28500E+00  0.16358E+00  0.23279E+00 -0.47951E+00  0.28110E+01
 0.29500E+00  0.17121E+00  0.27467E+00 -0.60216E+00  0.32091E+01
 0.30500E+00  0.16999E+00  0.27196E+00 -0.61518E+00  0.31997E+01
 0.31500E+00  0.17088E+00  0.27384E+00 -0.60730E+00  0.32050E+01
 0.32500E+00  0.17079E+00  0.27282E+00 -0.61023E+00  0.31947E+01
 0.33500E+00  0.17054E+00  0.27209E+00 -0.61243E+00  0.31909E+01
 0.34500E+00  0.17124E+00  0.27537E+00 -0.60607E+00  0.32161E+01
 0.35500E+00  0.17052E+00  0.27149E+00 -0.61392E+00  0.31842E+01
 0.36500E+00  0.17117E+00  0.27459E+00 -0.60483E+00  0.32083E+01
 0.37500E+00  0.17084E+00  0.27325E+00 -0.61244E+00  0.31987E+01
 0.38500E+00  0.17060E+00  0.27282E+00 -0.61071E+00  0.31983E+01
 0.39500E+00  0.17070E+00  0.27435E+00 -0.60600E+00  0.32144E+01
 0.40500E+00  0.17011E+00  0.27180E+00 -0.61509E+00  0.31955E+01
 0.41500E+00  0.17102E+00  0.27500E+00 -0.60594E+00  0.32161E+01
 0.42500E+00  0.17080E+00  0.27230E+00 -0.61279E+00  0.31900E+01
 0.43500E+00  0.17608E+00  0.27337E+00 -0.60872E+00  0.31186E+01
 0.44500E+00  0.22646E+00  0.27442E+00 -0.61136E+00  0.29324E+01
