 0.69432E-03  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.33001E-02  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.66999E-02  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.93057E-02  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.10694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.13300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.16700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.19306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.20694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.23300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.26700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.29306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.30694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.33300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.36700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.39306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.40694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.43300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.46700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.49306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.50694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.53300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.56700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.59306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.60694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.63300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.66700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.69306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.70694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.73300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.76700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.79306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.80694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.83300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.86700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.89306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.90694E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.93300E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.96700E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.99306E-01  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.10069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.10330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.10670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.10931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.11069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.11330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.11670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.11931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.12069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.12330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.12670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.12931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.13069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.13330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.13670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.13931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.14069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.14330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.14670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.14931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.15069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.15330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.15670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.15931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.16069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.16330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.16670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.16931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.17069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.17330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.17670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.17931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.18069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.18330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.18670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.18931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.19069E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.19330E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.19670E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
 0.19931E+00  0.12500E+00  0.10000E+00 -0.10461E-07  0.16000E+01
