           0  2.77098178E-26
           0  2.00818977E-25
           0  1.39656178E-24
           0  9.31969503E-24
           0  5.96780532E-23
           0  3.66686379E-22
           0  2.16185107E-21
           0  1.22293621E-20
           0  6.63762423E-20
           0  3.45656780E-19
           0  1.72696504E-18
           0  8.27780484E-18
           0  3.80647706E-17
           0  1.67915507E-16
           0  7.10554817E-16
           0  2.88418700E-15
           0  1.12290302E-14
           0  4.19301773E-14
           0  1.50157732E-13
           0  5.15666448E-13
           0  1.69805598E-12
           0  5.36107313E-12
           0  1.62262929E-11
           0  4.70758883E-11
           0  1.30896211E-10
           0  3.48764934E-10
           0  8.90304275E-10
           0  2.17699236E-09
           0  5.09790121E-09
           0  1.14297212E-08
           0  2.45285854E-08
           0  5.03700193E-08
           0  9.89441489E-08
           0  1.85851604E-07
           0  3.33671693E-07
           0  5.72323586E-07
           0  9.37325012E-07
           0  1.46478760E-06
           0  2.18241689E-06
           0  3.09689426E-06
           0  4.17972797E-06
           0  5.35552635E-06
           0  6.49780031E-06
           0  7.43705777E-06
           0  7.98358087E-06
           0  7.96269615E-06
           0  7.25586915E-06
           0  5.83688734E-06
           0  3.79201947E-06
           0  1.31597744E-06
           0  1.31592151E-06
           0  3.79204744E-06
           0  5.83678502E-06
           0  7.25589689E-06
           0  7.96265886E-06
           0  7.98359542E-06
           0  7.43702049E-06
           0  6.49781896E-06
           0  5.35553318E-06
           0  4.17972933E-06
           0  3.09688971E-06
           0  2.18241939E-06
           0  1.46479351E-06
           0  9.37324955E-07
           0  5.72325689E-07
           0  3.33671920E-07
           0  1.85851235E-07
           0  9.89444402E-08
           0  5.03701436E-08
           0  2.45286351E-08
           0  1.14297833E-08
           0  5.09790876E-09
           0  2.17699614E-09
           0  8.90304386E-10
           0  3.48765350E-10
           0  1.30896322E-10
           0  4.70760132E-11
           0  1.62263623E-11
           0  5.36108484E-12
           0  1.69805500E-12
           0  5.15668075E-13
           0  1.50158084E-13
           0  4.19303467E-14
           0  1.12290556E-14
           0  2.88419885E-15
           0  7.10557358E-16
           0  1.67916222E-16
           0  3.80649824E-17
           0  8.27779905E-18
           0  1.72696463E-18
           0  3.45656677E-19
           0  6.63768110E-20
           0  1.22293694E-20
           0  2.16186763E-21
           0  3.66686581E-22
           0  5.96785265E-23
           0  9.31970055E-24
           0  1.39656197E-24
           0  2.00818743E-25
           0  2.77098425E-26
           1  2.45291384E-26
           1  1.78697974E-25
           1  1.24914182E-24
           1  8.37793474E-24
           1  5.39126412E-23
           1  3.32865627E-22
           1  1.97175059E-21
           1  1.12054046E-20
           1  6.10928717E-20
           1  3.19530048E-19
           1  1.60321965E-18
           1  7.71621372E-18
           1  3.56228606E-17
           1  1.57741622E-16
           1  6.69930481E-16
           1  2.72868996E-15
           1  1.06584206E-14
           1  3.99216691E-14
           1  1.43373513E-13
           1  4.93661969E-13
           1  1.62948463E-12
           1  5.15561812E-12
           1  1.56339525E-11
           1  4.54316099E-11
           1  1.26499339E-10
           1  3.37435746E-10
           1  8.62169669E-10
           1  2.10968532E-09
           1  4.94294294E-09
