 0.50000E-02  0.12500E+00  0.10000E+00  0.66945E-05  0.16000E+01
 0.15000E-01  0.12499E+00  0.99968E-01  0.22216E-03  0.15996E+01
 0.25000E-01  0.12500E+00  0.99973E-01  0.24710E-03  0.15996E+01
 0.35000E-01  0.12500E+00  0.99975E-01  0.30330E-03  0.15996E+01
 0.45000E-01  0.12501E+00  0.99984E-01  0.34561E-03  0.15996E+01
 0.55000E-01  0.12501E+00  0.99989E-01  0.36947E-03  0.15997E+01
 0.65000E-01  0.12501E+00  0.99990E-01  0.37564E-03  0.15997E+01
 0.75000E-01  0.12501E+00  0.99988E-01  0.37987E-03  0.15997E+01
 0.85000E-01  0.12501E+00  0.99989E-01  0.39187E-03  0.15997E+01
 0.95000E-01  0.12502E+00  0.99990E-01  0.42450E-03  0.15996E+01
 0.10500E+00  0.12502E+00  0.99992E-01  0.44033E-03  0.15996E+01
 0.11500E+00  0.12502E+00  0.99992E-01  0.41445E-03  0.15997E+01
 0.12500E+00  0.12501E+00  0.99989E-01  0.42864E-03  0.15996E+01
 0.13500E+00  0.12501E+00  0.99989E-01  0.43643E-03  0.15996E+01
 0.14500E+00  0.12502E+00  0.99990E-01  0.45497E-03  0.15996E+01
 0.15500E+00  0.12502E+00  0.99992E-01  0.44044E-03  0.15996E+01
 0.16500E+00  0.12502E+00  0.99991E-01  0.44128E-03  0.15996E+01
 0.17500E+00  0.12502E+00  0.99988E-01  0.45662E-03  0.15996E+01
 0.18500E+00  0.12501E+00  0.99987E-01  0.45565E-03  0.15996E+01
 0.19500E+00  0.12501E+00  0.99988E-01  0.43183E-03  0.15997E+01
 0.20500E+00  0.12501E+00  0.99988E-01  0.42818E-03  0.15996E+01
 0.21500E+00  0.12501E+00  0.99988E-01  0.44358E-03  0.15996E+01
 0.22500E+00  0.12502E+00  0.99991E-01  0.46481E-03  0.15996E+01
 0.23500E+00  0.12503E+00  0.10000E+00  0.42119E-03  0.15997E+01
 0.24500E+00  0.12499E+00  0.99907E-01  0.93784E-03  0.15987E+01
 0.25500E+00  0.12501E+00  0.10002E+00  0.42085E-03  0.16002E+01
 0.26500E+00  0.12583E+00  0.10152E+00 -0.76131E-02  0.16131E+01
 0.27500E+00  0.12087E+00  0.95248E-01  0.33603E-01  0.15525E+01
 0.28500E+00  0.16343E+00  0.23216E+00 -0.47690E+00  0.28046E+01
 0.29500E+00  0.17124E+00  0.27470E+00 -0.60168E+00  0.32089E+01
 0.30500E+00  0.17000E+00  0.27198E+00 -0.61475E+00  0.31997E+01
 0.31500E+00  0.17090E+00  0.27387E+00 -0.60689E+00  0.32051E+01
 0.32500E+00  0.17081E+00  0.27286E+00 -0.60978E+00  0.31948E+01
 0.33500E+00  0.17055E+00  0.27213E+00 -0.61198E+00  0.31911E+01
 0.34500E+00  0.17125E+00  0.27542E+00 -0.60562E+00  0.32164E+01
 0.35500E+00  0.17053E+00  0.27154E+00 -0.61347E+00  0.31845E+01
 0.36500E+00  0.17118E+00  0.27464E+00 -0.60438E+00  0.32088E+01
 0.37500E+00  0.17085E+00  0.27330E+00 -0.61199E+00  0.31992E+01
 0.38500E+00  0.17061E+00  0.27288E+00 -0.61026E+00  0.31988E+01
 0.39500E+00  0.17070E+00  0.27441E+00 -0.60557E+00  0.32150E+01
 0.40500E+00  0.17011E+00  0.27186E+00 -0.61464E+00  0.31961E+01
 0.41500E+00  0.17102E+00  0.27507E+00 -0.60550E+00  0.32168E+01
 0.42500E+00  0.17082E+00  0.27237E+00 -0.61237E+00  0.31905E+01
 0.43500E+00  0.17608E+00  0.27345E+00 -0.60826E+00  0.31194E+01
 0.44500E+00  0.22565E+00  0.27449E+00 -0.61092E+00  0.29388E+01
 0.45500E+00  0.62686E+00  0.27338E+00 -0.60999E+00  0.87902E+00
